Column1,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Customer Status,Status.Churn Label,Status.Churn Value,Status.Churn Score,Status.CLTV,Status.Churn Category,Status.Churn Reason,Location.Country,Location.State,Location.City,Location.Zip Code,Location.Latitude,Location.Longitude,Population.Population,Age Group,Tenure Group,Churn Risk
3779-OSWCF,1,Female,38,No,No,Yes,No,0,71,None,Cable,Yes,Yes,Yes,Two Year,Credit Card,93.2,6506.15,7366.67,3,Stayed,No,0,69,4493,,,United States,California,Dillon Beach,94929,38.24458,-122.956268,330,31-45,Long-term,Medium
6736-DHUQI,1,Female,64,No,No,Yes,Yes,3,67,None,Fiber Optic,No,No,No,One Year,Bank Withdrawal,84.8,5598.3,5830.79,4,Stayed,No,0,66,6072,,,United States,California,Fairfax,94930,37.971751,-122.611873,8486,60,Long-term,Medium
1360-RCYRT,1,Male,45,No,No,Yes,Yes,1,23,Offer D,DSL,Yes,No,No,Month-to-Month,Bank Withdrawal,30.35,678.75,678.75,4,Stayed,No,0,62,4960,,,United States,California,Forest Knolls,94933,38.010092,-122.689442,1025,31-45,Growing,Medium
2724-FJDYW,1,Male,31,No,No,No,Yes,3,39,None,DSL,Yes,Yes,Yes,One Year,Bank Withdrawal,54.85,2191.7,2191.7,4,Stayed,No,0,72,3884,,,United States,California,Inverness,94937,38.099323,-122.945723,1004,31-45,Loyal,High
4451-RWASJ,1,Male,35,No,No,Yes,Yes,3,15,Offer D,None,No,No,No,One Year,Credit Card,19.5,239.75,980.15,4,Stayed,No,0,59,5471,,,United States,California,Lagunitas,94938,38.021772,-122.691744,821,31-45,Growing,Medium
3460-TJBWI,1,Male,58,No,No,Yes,Yes,3,24,None,None,No,No,No,Two Year,Credit Card,24.2,609.05,785.93,5,Stayed,No,0,46,5865,,,United States,California,Marshall,94940,38.129308,-122.834815,406,46-60,Growing,Medium
5917-HBSDW,1,Female,20,Yes,No,Yes,Yes,2,37,None,None,No,No,No,Month-to-Month,Bank Withdrawal,19.35,683.75,782.91,5,Stayed,No,0,31,2360,,,United States,California,Mill Valley,94941,37.901371,-122.572024,28727,18-30,Loyal,Medium
0956-ACVZC,1,Female,23,Yes,No,No,No,0,54,None,Fiber Optic,No,Yes,Yes,One Year,Credit Card,94.1,5060.9,7845.28,3,Stayed,No,0,70,4084,,,United States,California,Novato,94947,38.112166,-122.634384,24741,18-30,Long-term,Medium
2325-NBPZG,1,Female,20,Yes,No,No,No,0,3,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,74.55,233.65,263.95,3,Joined,No,0,58,5125,,,United States,California,Novato,94949,38.067204,-122.524004,13361,18-30,New Customer,Medium
4482-FTFFX,1,Male,23,Yes,No,No,No,0,5,None,DSL,Yes,No,No,Month-to-Month,Bank Withdrawal,56.15,291.45,425.75,4,Stayed,No,0,78,5232,,,United States,California,Penngrove,94951,38.325599,-122.642352,3777,18-30,New Customer,High
8859-DZTGQ,1,Male,21,Yes,No,No,No,0,33,None,None,No,No,No,Two Year,Credit Card,20.35,689.75,1167.59,3,Stayed,No,0,71,2507,,,United States,California,Petaluma,94952,38.237018,-122.77872,31930,18-30,Loyal,High
0440-MOGPM,1,Female,51,No,No,No,No,0,41,None,DSL,No,Yes,Yes,One Year,Bank Withdrawal,80.55,3263.9,3516.46,3,Stayed,No,0,29,4176,,,United States,California,Petaluma,94954,38.235021,-122.557332,35419,46-60,Loyal,Low
0020-JDNXP,1,Female,52,No,No,Yes,Yes,1,34,None,DSL,Yes,Yes,Yes,One Year,Credit Card,61.25,1993.2,1993.2,4,Stayed,No,0,37,3607,,,United States,California,Point Reyes Station,94956,38.060264,-122.830646,1885,46-60,Loyal,Medium
3752-CQSJI,1,Female,59,No,No,Yes,Yes,1,13,Offer D,None,No,No,No,Month-to-Month,Credit Card,20.45,254.5,467.7,3,Stayed,No,0,25,5417,,,United States,California,San Anselmo,94960,37.99272,-122.575026,16849,46-60,Growing,Low
5025-GOOKI,1,Female,46,No,No,No,No,0,20,Offer D,None,No,No,No,Month-to-Month,Credit Card,18.9,347.65,1024.85,5,Stayed,No,0,51,4277,,,United States,California,San Geronimo,94963,38.00474,-122.663717,548,46-60,Growing,Medium
2887-JPYLU,1,Female,58,No,No,No,Yes,3,41,None,DSL,No,No,No,Month-to-Month,Bank Withdrawal,45.2,1841.9,3438.44,5,Stayed,No,0,42,4418,,,United States,California,Stinson Beach,94970,37.921137,-122.657562,781,46-60,Loyal,Medium
4770-QAZXN,1,Female,42,No,No,No,No,0,13,Offer D,None,No,No,No,Month-to-Month,Credit Card,19.45,232.1,834,5,Stayed,No,0,54,2783,,,United States,California,Tomales,94971,38.240769,-122.901041,384,31-45,Growing,Medium
4896-CPRPF,1,Male,38,No,No,Yes,Yes,3,35,None,None,No,No,No,Two Year,Bank Withdrawal,25.45,809.25,1287.7,4,Stayed,No,0,36,4873,,,United States,California,Valley Ford,94972,38.339996,-122.935056,66,31-45,Loyal,Medium
9714-EDSUC,1,Male,25,Yes,No,No,No,0,4,None,Fiber Optic,Yes,No,Yes,Month-to-Month,Credit Card,94.9,360.55,406.55,4,Stayed,No,0,22,3094,,,United States,California,Alviso,95002,37.449537,-121.994813,2147,18-30,New Customer,Low
7353-YOWFP,1,Female,41,No,No,No,No,0,7,None,None,No,No,No,One Year,Credit Card,20.25,129.15,406.28,5,Stayed,No,0,54,4208,,,United States,California,Brookdale,95007,37.106902,-122.100006,1007,31-45,New Customer,Medium
8008-ESFLK,1,Female,43,No,No,Yes,No,0,53,None,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,110.5,5835.5,6189.54,3,Stayed,No,0,59,4135,,,United States,California,Capitola,95010,36.977025,-121.952864,9673,31-45,Long-term,Medium
3363-EWLGO,1,Female,33,No,No,No,No,0,5,None,None,No,No,No,Month-to-Month,Credit Card,19.95,109.6,283.6,3,Stayed,No,0,67,5252,,,United States,California,Freedom,95019,36.936228,-121.785559,4753,31-45,New Customer,Medium
1689-YQBYY,1,Female,43,No,No,No,Yes,1,12,Offer D,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,76.6,893,1206.56,3,Stayed,No,0,61,3280,,,United States,California,Los Gatos,95030,37.222842,-121.988727,13290,31-45,New Customer,Medium
4487-ZYJZK,1,Female,60,No,No,Yes,Yes,2,38,None,None,No,No,No,One Year,Credit Card,19.6,763.1,2158.46,3,Stayed,No,0,53,4623,,,United States,California,Los Gatos,95032,37.233034,-121.947427,24443,46-60,Loyal,Medium
2959-FENLU,1,Female,64,No,No,No,No,0,9,None,Fiber Optic,No,No,Yes,Month-to-Month,Credit Card,85.3,781.4,1226.82,5,Stayed,No,0,28,5850,,,United States,California,Los Gatos,95033,37.160194,-121.945611,10172,60,New Customer,Low
0708-LGSMF,1,Male,56,No,No,Yes,No,0,13,Offer D,DSL,No,No,Yes,Month-to-Month,Bank Withdrawal,65.85,902.25,1088.41,3,Stayed,No,0,44,2731,,,United States,California,Milpitas,95035,37.441931,-121.878502,62848,46-60,Growing,Medium
7634-HLQJR,1,Female,52,No,No,Yes,Yes,1,47,None,None,No,No,No,Two Year,Credit Card,20.05,1016.7,1084.38,5,Stayed,No,0,35,3260,,,United States,California,Moss Landing,95039,36.863303,-121.781632,899,46-60,Loyal,Medium
0487-RPVUM,1,Male,49,No,No,Yes,No,0,61,None,Fiber Optic,Yes,Yes,No,Month-to-Month,Bank Withdrawal,99.4,5943.65,6867.8,4,Stayed,No,0,44,5404,,,United States,California,Mount Hermon,95041,37.051166,-122.056194,77,46-60,Long-term,Medium
4079-ULGFR,1,Male,22,Yes,No,No,No,0,16,Offer D,None,No,No,No,Month-to-Month,Credit Card,20,275.7,341.78,3,Stayed,No,0,75,3705,,,United States,California,Paicines,95043,36.525703,-120.952122,813,18-30,Growing,High
2516-XSJKX,1,Female,20,Yes,No,Yes,Yes,2,41,None,DSL,Yes,Yes,Yes,Two Year,Bank Withdrawal,78.45,3126.45,4450.34,3,Stayed,No,0,27,5468,,,United States,California,San Juan Bautista,95045,36.810568,-121.503022,3402,18-30,Loyal,Low
0057-QBUQH,1,Female,31,No,No,No,Yes,3,43,None,None,No,No,No,Two Year,Bank Withdrawal,25.1,1070.15,2387.67,4,Stayed,No,0,59,4797,,,United States,California,San Martin,95046,37.084697,-121.606417,5671,31-45,Loyal,Medium
6599-SFQVE,1,Female,27,Yes,No,No,No,0,6,None,Cable,No,No,Yes,Month-to-Month,Bank Withdrawal,55,340.4,565.82,5,Stayed,No,0,21,2629,,,United States,California,Santa Clara,95051,37.348129,-121.98469,52986,18-30,New Customer,Low
8331-ZXFOE,1,Female,56,No,No,No,No,0,58,None,Cable,Yes,No,No,One Year,Credit Card,71.1,4299.2,6754.34,3,Stayed,No,0,42,5395,,,United States,California,Santa Clara,95054,37.393554,-121.965114,13031,46-60,Long-term,Medium
4003-FUSHP,1,Male,62,No,No,No,No,0,19,Offer D,Cable,Yes,Yes,No,Month-to-Month,Credit Card,61.55,1093.2,1976.51,3,Stayed,No,0,60,5831,,,United States,California,Santa Cruz,95060,36.993451,-122.098858,43192,60,Growing,Medium
0356-ERHVT,1,Male,54,No,No,Yes,No,0,11,Offer D,Cable,No,No,No,Month-to-Month,Bank Withdrawal,45.9,521.9,664.35,5,Stayed,No,0,41,3880,,,United States,California,Santa Cruz,95062,36.974575,-121.991149,36631,46-60,New Customer,Medium
7325-ENZFI,1,Female,37,No,No,No,No,0,39,None,DSL,Yes,No,No,One Year,Bank Withdrawal,40.3,1630.4,1630.4,3,Stayed,No,0,77,3424,,,United States,California,Santa Cruz,95064,37.007882,-122.065975,4563,31-45,Loyal,High
3920-HIHMQ,1,Female,53,No,No,No,Yes,1,26,None,DSL,No,No,No,Month-to-Month,Credit Card,49.5,1265.65,1840.49,5,Stayed,No,0,38,4196,,,United States,California,Scotts Valley,95066,37.070177,-122.010077,14574,46-60,Loyal,Medium
0613-WUXUM,1,Female,38,No,No,Yes,Yes,3,70,None,None,No,No,No,Two Year,Credit Card,19.2,1401.4,4105.5,3,Stayed,No,0,53,5261,,,United States,California,Soquel,95073,37.023669,-121.946461,9823,31-45,Long-term,Medium
4458-KVRBJ,1,Male,25,Yes,No,No,No,0,59,None,None,No,No,No,Two Year,Credit Card,25,1510.5,3038.01,4,Stayed,No,0,69,5537,,,United States,California,San Jose,95110,37.34667,-121.910019,18197,18-30,Long-term,Medium
1397-XKKWR,1,Male,47,No,No,No,No,0,7,None,DSL,No,No,No,One Year,Credit Card,35.3,264.8,264.8,4,Stayed,No,0,39,3463,,,United States,California,San Jose,95112,37.343827,-121.883119,52334,46-60,New Customer,Medium
8097-OMULG,1,Male,63,No,No,Yes,Yes,2,59,None,DSL,Yes,Yes,Yes,One Year,Credit Card,76.75,4541.9,5482.36,4,Stayed,No,0,24,5918,,,United States,California,San Jose,95116,37.350284,-121.852855,51706,60,Long-term,Low
6013-BHCAW,1,Male,27,Yes,No,Yes,Yes,3,61,None,DSL,Yes,Yes,Yes,Two Year,Bank Withdrawal,81,4976.15,6986.71,4,Stayed,No,0,40,4151,,,United States,California,San Jose,95117,37.311088,-121.961786,29914,18-30,Long-term,Medium
0401-WDBXM,1,Male,22,Yes,No,Yes,Yes,3,72,None,Fiber Optic,No,Yes,Yes,Two Year,Bank Withdrawal,105.55,7542.25,8152.01,3,Stayed,No,0,62,4331,,,United States,California,San Jose,95118,37.255479,-121.889838,31926,18-30,Long-term,Medium
3387-PLKUI,1,Female,27,Yes,No,Yes,Yes,1,13,Offer D,None,No,No,No,Month-to-Month,Credit Card,18.8,251.25,468.87,5,Stayed,No,0,71,2333,,,United States,California,San Jose,95119,37.233226,-121.78809,10155,18-30,Growing,High
6096-EGVTU,1,Female,50,No,No,Yes,Yes,1,64,None,None,No,No,No,One Year,Credit Card,24.9,1595.5,2826.22,4,Stayed,No,0,62,5038,,,United States,California,San Jose,95120,37.186141,-121.843554,37090,46-60,Long-term,Medium
5081-NWSUP,1,Female,54,No,No,No,No,0,10,Offer D,DSL,Yes,No,Yes,One Year,Credit Card,64.9,685.55,1060.05,3,Stayed,No,0,62,4883,,,United States,California,San Jose,95122,37.32886,-121.834567,59841,46-60,New Customer,Medium
2580-ATZSQ,1,Female,55,No,No,Yes,Yes,2,65,Offer B,DSL,No,No,No,One Year,Bank Withdrawal,61.35,3874.1,5125.35,3,Stayed,No,0,36,6354,,,United States,California,San Jose,95123,37.238758,-121.828375,59632,46-60,Long-term,Medium
8085-MSNLK,1,Female,21,Yes,No,Yes,No,0,62,Offer B,Fiber Optic,Yes,Yes,Yes,Two Year,Credit Card,113.95,6891.4,9537.56,3,Stayed,No,0,71,6193,,,United States,California,San Jose,95124,37.257063,-121.923037,45257,18-30,Long-term,High
9691-HKOVS,1,Female,20,Yes,No,Yes,No,0,55,Offer B,DSL,Yes,Yes,Yes,One Year,Bank Withdrawal,90.15,4916.95,7527.25,3,Stayed,No,0,77,4712,,,United States,California,San Jose,95125,37.294926,-121.894763,46185,18-30,Long-term,High
9881-VCZEP,1,Female,29,Yes,No,Yes,No,0,25,None,Cable,No,No,No,Month-to-Month,Bank Withdrawal,54.1,1373,1786,3,Stayed,No,0,64,5701,,,United States,California,San Jose,95126,37.327069,-121.916819,27023,18-30,Loyal,Medium
8757-TFHHJ,1,Male,55,No,No,No,No,0,1,None,Cable,No,No,No,Month-to-Month,Credit Card,49.8,49.8,88.01,3,Joined,No,0,24,2978,,,United States,California,San Jose,95128,37.316146,-121.936285,32804,46-60,New Customer,Low
5119-KEPFY,1,Male,50,No,No,Yes,No,0,36,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,95,3440.25,3655.89,5,Stayed,No,0,64,3057,,,United States,California,San Jose,95131,37.387027,-121.897775,26389,46-60,Loyal,Medium
0916-KNFAJ,1,Male,37,No,No,Yes,No,0,61,Offer B,Cable,No,No,Yes,Two Year,Credit Card,69.9,4226.7,4512.79,4,Stayed,No,0,76,5117,,,United States,California,San Jose,95133,37.371862,-121.860349,26032,31-45,Long-term,High
8319-QBEHW,1,Male,32,No,No,No,Yes,3,26,None,Cable,No,Yes,No,One Year,Bank Withdrawal,39.95,1023.75,1023.75,4,Stayed,No,0,74,2715,,,United States,California,San Jose,95134,37.42765,-121.945416,9657,31-45,Loyal,High
9625-QNLUX,1,Male,51,No,No,Yes,Yes,2,68,None,Fiber Optic,No,Yes,Yes,Two Year,Credit Card,103.25,7074.4,8560.88,4,Stayed,No,0,22,4751,,,United States,California,San Jose,95138,37.246064,-121.749494,14792,46-60,Long-term,Low
4024-CSNBY,1,Female,39,No,No,Yes,No,0,72,None,Fiber Optic,Yes,No,No,Two Year,Bank Withdrawal,94.25,6849.75,7743.19,4,Stayed,No,0,51,6295,,,United States,California,Mount Hamilton,95140,37.382909,-121.634151,38,31-45,Long-term,Medium
7110-BDTWG,1,Female,59,No,No,Yes,No,0,71,None,Cable,Yes,No,Yes,Two Year,Bank Withdrawal,47.05,3263.6,3263.6,4,Stayed,No,0,76,6302,,,United States,California,San Jose,95148,37.339533,-121.777179,44103,46-60,Long-term,High
7493-GVFIO,1,Male,56,No,No,No,No,0,57,Offer B,None,No,No,No,Two Year,Credit Card,20.55,1252.85,1993.28,3,Stayed,No,0,48,4565,,,United States,California,Stockton,95202,37.959706,-121.287669,7071,46-60,Long-term,Medium
0690-SRQID,1,Male,20,Yes,No,No,No,0,4,Offer E,None,No,No,No,Month-to-Month,Credit Card,19.65,67.55,140.67,3,Stayed,No,0,72,4925,,,United States,California,Stockton,95203,37.954089,-121.329761,16357,18-30,New Customer,High
9114-DPSIA,1,Male,22,Yes,No,Yes,Yes,3,72,None,DSL,Yes,No,Yes,Two Year,Credit Card,81,5750,5946.56,3,Stayed,No,0,77,4237,,,United States,California,Stockton,95205,37.965695,-121.260051,34138,18-30,Long-term,High
4700-UBQMV,1,Male,42,No,No,Yes,Yes,3,21,None,DSL,No,Yes,Yes,One Year,Bank Withdrawal,75.9,1549.75,2212.3,4,Stayed,No,0,47,3503,,,United States,California,Stockton,95206,37.902422,-121.440029,49657,31-45,Growing,Medium
7711-GQBZC,1,Female,42,No,No,Yes,Yes,1,71,None,None,No,No,No,Two Year,Bank Withdrawal,24.7,1810.55,3194.34,4,Stayed,No,0,45,5187,,,United States,California,Stockton,95207,38.002125,-121.324979,49965,31-45,Long-term,Medium
9795-NREXC,1,Female,41,No,No,Yes,No,0,64,Offer B,DSL,Yes,Yes,Yes,Two Year,Credit Card,85,5484.4,6242.8,4,Stayed,No,0,56,5472,,,United States,California,Stockton,95212,38.049457,-121.21653,6951,31-45,Long-term,Medium
8573-CGOCC,1,Male,48,No,No,No,No,0,16,None,None,No,No,No,Month-to-Month,Credit Card,19.75,294.9,691.54,5,Stayed,No,0,55,5433,,,United States,California,Stockton,95215,37.946282,-121.139499,23789,46-60,Growing,Medium
7356-AYNJP,1,Female,33,No,No,No,No,0,4,Offer E,None,No,No,No,One Year,Bank Withdrawal,23.9,97.5,122.94,4,Stayed,No,0,57,5685,,,United States,California,Stockton,95219,38.029729,-121.387999,19109,31-45,New Customer,Medium
6286-SUUWT,1,Male,44,No,No,No,No,0,1,Offer E,None,No,No,No,Month-to-Month,Credit Card,19.95,19.95,47.03,4,Joined,No,0,21,5916,,,United States,California,Arnold,95223,38.32153,-120.236358,5159,31-45,New Customer,Low
4819-HJPIW,1,Male,32,No,No,No,No,0,18,None,DSL,No,No,No,Month-to-Month,Credit Card,25.15,476.8,476.8,3,Stayed,No,0,31,2675,,,United States,California,Avery,95224,38.208336,-120.339938,115,31-45,Growing,Medium
8654-DHAOW,1,Female,47,No,No,No,No,0,2,Offer E,DSL,No,No,No,Month-to-Month,Credit Card,54.15,101.65,154.25,5,Joined,No,0,27,3527,,,United States,California,Burson,95225,38.183918,-120.898817,27,46-60,New Customer,Low
5438-QMDDL,1,Female,20,Yes,No,Yes,No,0,19,None,DSL,No,No,Yes,Month-to-Month,Credit Card,59.8,1130.85,1288.55,3,Stayed,No,0,32,3652,,,United States,California,Campo Seco,95226,38.233879,-120.861666,75,18-30,Growing,Medium
9812-GHVRI,1,Female,50,No,No,No,No,0,40,Offer B,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,83.85,3532.25,4878.65,4,Stayed,No,0,31,4294,,,United States,California,Clements,95227,38.227285,-121.02789,722,46-60,Loyal,Medium
1228-ZLNBX,1,Male,25,Yes,No,No,No,0,21,None,Fiber Optic,No,No,No,Month-to-Month,Credit Card,75.3,1570.7,1639.16,3,Stayed,No,0,50,2847,,,United States,California,Farmington,95230,37.956963,-120.863055,596,18-30,Growing,Medium
4226-KKDON,1,Male,41,No,No,No,No,0,8,Offer E,DSL,Yes,Yes,No,Month-to-Month,Bank Withdrawal,66.65,520.95,767.35,4,Stayed,No,0,60,3804,,,United States,California,French Camp,95231,37.873283,-121.292034,5094,31-45,New Customer,Medium
3831-YCPUO,1,Female,38,No,No,Yes,Yes,1,72,None,Fiber Optic,Yes,Yes,Yes,Two Year,Credit Card,109.5,7854.9,10175.46,3,Stayed,No,0,55,6419,,,United States,California,Glencoe,95232,38.358464,-120.579304,21,31-45,Long-term,Medium
7445-WMRBW,1,Female,49,No,No,No,No,0,48,Offer B,DSL,Yes,Yes,No,One Year,Bank Withdrawal,73.85,3581.4,4668.12,4,Stayed,No,0,29,4740,,,United States,California,Hathaway Pines,95233,38.184914,-120.364085,335,46-60,Loyal,Low
3308-DGHKL,1,Male,54,No,No,No,No,0,69,None,None,No,No,No,Two Year,Bank Withdrawal,19.3,1447.9,2671.96,5,Stayed,No,0,63,5028,,,United States,California,Linden,95236,38.047746,-121.030499,3148,46-60,Long-term,Medium
9924-JPRMC,1,Male,60,No,No,No,No,0,72,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,118.2,8547.15,11174.43,3,Stayed,No,0,55,4886,,,United States,California,Lockeford,95237,38.166791,-121.14207,3205,46-60,Long-term,Medium
0080-EMYVY,1,Female,64,No,No,No,No,0,14,None,Cable,No,No,No,One Year,Credit Card,51.45,727.85,1064.41,3,Stayed,No,0,57,4298,,,United States,California,Lodi,95240,38.123544,-121.159078,45755,60,Growing,Medium
6218-KNUBD,1,Male,58,No,No,No,No,0,6,None,Cable,No,Yes,No,Month-to-Month,Bank Withdrawal,59.45,357.6,422.88,4,Stayed,No,0,54,2393,,,United States,California,Lodi,95242,38.128087,-121.4078,22073,46-60,New Customer,Medium
7337-CINUD,1,Female,48,No,No,Yes,Yes,3,8,None,None,No,No,No,Two Year,Bank Withdrawal,19.5,159.35,296.95,4,Stayed,No,0,35,5206,,,United States,California,Mokelumne Hill,95245,38.304194,-120.592431,2718,46-60,New Customer,Medium
7609-NRNCA,1,Female,21,Yes,No,No,No,0,17,None,None,No,No,No,One Year,Credit Card,19.55,280.85,1001.99,3,Stayed,No,0,42,4947,,,United States,California,Mountain Ranch,95246,38.264262,-120.515133,1692,18-30,Growing,Medium
0623-EJQEG,1,Male,50,No,No,No,No,0,65,Offer B,Fiber Optic,Yes,No,Yes,One Year,Bank Withdrawal,93.55,6069.25,6276.05,3,Stayed,No,0,76,5774,,,United States,California,Murphys,95247,38.147852,-120.440124,4353,46-60,Long-term,High
7153-CHRBV,1,Female,54,No,No,Yes,Yes,1,57,Offer B,Cable,Yes,No,No,One Year,Credit Card,59.3,3274.35,4348.8,3,Stayed,No,0,38,6287,,,United States,California,San Andreas,95249,38.196497,-120.61689,3930,46-60,Long-term,Medium
6198-PNNSZ,1,Female,54,No,No,Yes,No,0,56,Offer B,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,109.8,6109.65,8224.21,4,Stayed,No,0,77,5648,,,United States,California,Valley Springs,95252,38.156971,-120.849231,11266,46-60,Long-term,High
3317-VLGQT,1,Female,50,No,No,Yes,No,0,14,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,78.1,1122.4,1184.7,4,Stayed,No,0,68,3157,,,United States,California,Wallace,95254,38.192608,-120.957842,304,46-60,Growing,Medium
4132-POCZS,1,Male,47,No,No,Yes,No,0,52,None,DSL,No,No,Yes,Month-to-Month,Bank Withdrawal,39.9,2020.9,2020.9,3,Stayed,No,0,54,6371,,,United States,California,West Point,95255,38.41935,-120.469545,2198,46-60,Long-term,Medium
5614-DNZCE,1,Female,56,No,No,No,No,0,58,None,DSL,Yes,No,No,Two Year,Credit Card,64.9,3795.45,5504.71,4,Stayed,No,0,57,5040,,,United States,California,Wilseyville,95257,38.392686,-120.415951,435,46-60,Long-term,Medium
3896-RCYYE,1,Female,61,No,No,No,No,0,67,None,DSL,Yes,Yes,Yes,Month-to-Month,Credit Card,53.4,3579.15,3579.15,5,Stayed,No,0,37,5990,,,United States,California,Atwater,95301,37.321233,-120.656354,27808,60,Long-term,Medium
9638-JIQYA,1,Male,22,Yes,No,No,No,0,2,None,DSL,No,No,No,Month-to-Month,Credit Card,24.9,49.7,59.7,3,Joined,No,0,41,4033,,,United States,California,Ballico,95303,37.4695,-120.672724,809,18-30,New Customer,Medium
3726-TBHQT,1,Male,25,Yes,No,Yes,Yes,1,71,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,114,8175.9,9982.85,4,Stayed,No,0,23,5600,,,United States,California,Catheys Valley,95306,37.394411,-120.127262,986,18-30,Long-term,Low
3190-ITQXP,1,Female,42,No,No,Yes,Yes,1,46,None,None,No,No,No,Two Year,Bank Withdrawal,20.25,890.35,2162.25,3,Stayed,No,0,58,3879,,,United States,California,Ceres,95307,37.553469,-120.952825,32881,31-45,Loyal,Medium
3039-MJSLN,1,Male,36,No,No,No,Yes,3,3,None,None,No,No,No,Month-to-Month,Bank Withdrawal,20.2,50.6,105.89,3,Joined,No,0,46,3594,,,United States,California,Cressey,95312,37.420273,-120.66527,55,31-45,New Customer,Medium
0178-CIIKR,1,Female,60,No,No,No,No,0,3,None,None,No,No,No,Month-to-Month,Credit Card,19.95,58,66.07,3,Joined,No,0,74,5949,,,United States,California,Crows Landing,95313,37.435664,-121.049056,1508,46-60,New Customer,High
5774-QPLTF,1,Male,40,No,No,Yes,Yes,2,50,None,None,No,No,No,One Year,Credit Card,20.35,938.95,2287.95,5,Stayed,No,0,71,6391,,,United States,California,El Nido,95317,37.127386,-120.506422,808,31-45,Long-term,High
5010-IPEAQ,1,Female,29,Yes,No,Yes,Yes,2,67,None,Cable,Yes,Yes,No,Two Year,Credit Card,54.2,3623.95,3623.95,3,Stayed,No,0,58,5261,,,United States,California,Escalon,95320,37.818543,-121.006907,11474,18-30,Long-term,Medium
8990-YOZLV,1,Female,46,No,No,No,No,0,69,Offer A,Cable,Yes,No,No,Two Year,Credit Card,66.9,4577.9,5537.69,3,Stayed,No,0,68,5059,,,United States,California,Hickman,95323,37.605926,-120.69955,1055,46-60,Long-term,Medium
3069-SSVSN,1,Female,50,No,No,No,No,0,1,None,DSL,No,No,No,One Year,Credit Card,25.85,25.85,25.85,3,Joined,No,0,55,4467,,,United States,California,Hilmar,95324,37.394536,-120.890747,7177,46-60,New Customer,Medium
5222-IMUKT,1,Male,40,No,No,No,No,0,32,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,91.05,2871.5,4385.1,4,Stayed,No,0,80,2716,,,United States,California,Hornitos,95325,37.479926,-120.230424,128,31-45,Loyal,High
6685-XSHHU,1,Male,45,No,No,Yes,Yes,2,60,None,None,No,No,No,Two Year,Bank Withdrawal,20.95,1270.55,3197.75,5,Stayed,No,0,51,4425,,,United States,California,Keyes,95328,37.555631,-120.911653,2130,31-45,Long-term,Medium
8901-UPRHR,1,Female,40,No,No,Yes,Yes,1,72,Offer A,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,109.2,7711.45,10881.61,4,Stayed,No,0,68,6130,,,United States,California,La Grange,95329,37.666587,-120.411517,1749,31-45,Long-term,Medium
3845-FXCYS,1,Male,55,No,No,No,No,0,2,None,None,No,No,No,Month-to-Month,Bank Withdrawal,19.65,31.2,46.8,5,Joined,No,0,26,4841,,,United States,California,Long Barn,95335,38.109125,-120.078597,683,46-60,New Customer,Low
5857-XRECV,1,Female,44,No,No,No,Yes,3,2,None,None,No,No,No,One Year,Bank Withdrawal,20.5,38.25,100.27,3,Joined,No,0,47,4486,,,United States,California,Manteca,95336,37.830267,-121.201018,36738,31-45,New Customer,Medium
0725-CXOTM,1,Female,29,Yes,No,No,No,0,36,None,DSL,Yes,Yes,Yes,One Year,Credit Card,89.65,3348.1,4957.3,3,Stayed,No,0,68,4844,,,United States,California,Manteca,95337,37.750822,-121.238423,19867,18-30,Loyal,Medium
4343-EJVQB,1,Male,48,No,No,No,No,0,7,None,Fiber Optic,No,No,No,Month-to-Month,Credit Card,74.35,533.6,545.29,4,Stayed,No,0,51,2463,,,United States,California,Mariposa,95338,37.526791,-119.99437,10226,46-60,New Customer,Medium
3427-GGZZI,1,Female,30,No,No,Yes,No,0,19,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,89.1,1620.8,2482.83,5,Stayed,No,0,66,3624,,,United States,California,Midpines,95345,37.581496,-119.972762,433,18-30,Growing,Medium
3154-CFSZG,1,Male,57,No,No,Yes,Yes,1,47,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,90.05,4137.2,5934.95,4,Stayed,No,0,78,3291,,,United States,California,Modesto,95351,37.621458,-121.012295,47536,46-60,Loyal,High
