Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Churn Value,Status.Churn Score,Status.CLTV,Age Group,Tenure Group
0,35,0,0,1,0,0,49,0,2,1,0,1,2,1,106.65,5174.35,7167.18,4,0,57,5948,1,1
0,43,0,0,0,0,0,2,5,1,0,0,0,0,1,45.85,105.6,116.54,3,0,65,2245,1,3
1,47,0,0,0,0,0,1,5,1,0,0,0,0,0,61.15,61.15,78.22,4,0,28,4592,2,3
1,55,0,0,0,0,0,6,5,2,0,0,0,0,0,78.95,494.95,672.07,3,0,35,4093,2,3
1,35,0,0,0,1,3,49,0,2,0,1,1,1,1,109.2,5290.45,5523.69,3,0,44,6005,1,1
0,59,0,0,1,1,3,56,0,0,0,0,0,2,1,61.3,3346.8,4410.24,3,0,72,4173,2,1
0,61,0,0,1,1,2,6,5,0,1,0,0,2,1,40.55,217.5,267.5,5,0,30,2866,3,3
1,55,0,0,0,0,0,32,3,3,0,0,0,1,1,19.8,607.7,1936.34,4,0,38,4636,2,2
1,34,0,0,1,1,1,50,0,2,0,1,1,1,0,108.25,5431.4,7510.4,4,0,71,4972,1,1
1,33,0,0,1,1,2,58,0,2,1,1,1,1,0,105.05,6004.85,7966.41,5,0,75,5870,1,1
0,43,0,0,1,1,1,65,0,0,1,1,1,2,1,90.45,5957.9,7807.8,3,0,25,5509,1,1
0,21,1,0,0,0,0,64,0,1,1,1,1,2,1,86.4,5442.05,5987.33,3,0,33,6474,0,1
0,49,0,0,1,0,0,66,1,1,0,0,0,2,0,66.9,4370.25,7370.65,4,0,61,5546,2,1
1,59,0,0,1,0,0,38,3,2,1,1,1,1,0,110.7,4428.6,6027.64,3,0,60,5461,2,2
0,21,1,0,1,0,0,20,4,3,0,0,0,1,1,20.0,416.45,799.45,5,0,71,3585,0,0
0,49,0,0,0,0,0,60,0,1,1,1,0,1,1,70.15,4224.7,6557.5,3,0,62,4260,2,1
0,50,0,0,1,1,3,50,2,1,1,0,1,1,0,80.05,4042.2,6501.2,3,0,26,5823,2,1
0,57,0,0,1,0,0,72,1,1,0,0,1,2,0,49.2,3580.95,3580.95,3,0,33,4700,2,1
1,28,1,0,1,0,0,60,2,3,0,0,0,2,0,20.5,1198.8,3076.2,5,0,63,5848,0,1
1,40,0,0,0,0,0,46,2,1,1,0,0,2,1,38.25,1755.35,1755.35,3,0,73,2653,1,2
0,60,0,0,1,1,3,69,1,0,0,1,1,2,1,54.95,3772.5,3772.5,4,0,23,4175,2,1
1,49,0,0,1,1,3,19,4,3,0,0,0,1,1,19.9,357.7,974.63,5,0,29,5964,2,0
0,28,1,0,1,1,2,71,1,3,0,0,0,2,1,19.9,1397.3,2852.09,3,0,53,6015,0,1
1,62,0,0,1,0,0,12,4,2,0,0,0,0,0,84.6,959.9,1427.9,4,0,31,2499,3,3
1,54,0,0,0,0,0,44,2,0,1,1,1,1,0,85.25,3704.15,5985.23,5,0,57,2292,2,2
0,51,0,0,1,1,2,56,2,0,1,1,0,2,1,81.25,4620.4,6070.8,4,0,62,5907,2,1
0,26,1,0,1,0,0,72,1,2,1,1,1,2,0,115.5,8312.75,10063.79,3,0,44,4697,0,1
0,28,1,0,0,0,0,11,4,2,0,0,0,0,0,79.0,929.3,1039.96,3,0,33,3885,0,3
1,31,0,0,0,0,0,72,1,3,0,0,0,2,1,20.8,1521.2,3208.16,5,0,57,4626,1,1
1,34,0,0,1,0,0,56,2,1,0,0,0,2,1,59.5,3389.25,5380.05,5,0,71,5477,1,1
0,20,1,0,1,0,0,34,3,2,0,1,1,0,0,100.45,3414.65,4614.51,5,0,42,3744,0,2
1,22,1,0,0,0,0,35,3,3,0,0,0,1,0,20.6,754.0,2224.7,4,0,70,2858,0,2
1,24,1,0,0,0,0,22,4,3,0,0,0,1,1,20.3,467.15,973.81,4,0,55,2768,0,0
1,34,0,0,0,0,0,9,5,0,0,0,0,1,1,39.55,373.0,373.0,3,0,67,3755,1,3
1,56,0,0,0,0,0,23,4,3,0,0,0,1,1,20.45,481.1,1543.01,5,0,43,3434,2,0
1,47,0,0,1,0,0,68,1,3,0,0,0,2,0,25.25,1728.2,3280.64,3,0,70,4571,2,1
1,55,0,0,1,0,0,33,3,2,0,1,1,0,0,91.25,2964.05,3978.45,5,0,57,3296,2,2
1,48,0,0,0,0,0,31,0,1,1,1,0,0,0,72.45,2156.25,3434.38,4,0,77,3175,2,2
0,42,0,0,0,0,0,56,2,3,0,0,0,2,0,19.7,1051.9,2893.18,4,0,56,4831,1,1
1,59,0,0,1,1,3,66,1,1,1,1,0,1,0,75.1,5013.0,6960.0,4,0,23,6123,2,1
1,22,1,0,1,1,2,72,1,3,0,0,0,2,0,25.0,1738.9,3109.78,4,0,41,4275,0,1
0,49,0,0,1,1,2,58,2,2,0,1,0,0,0,91.55,5511.65,7874.57,3,0,49,6423,2,1
1,51,0,0,0,0,0,37,0,1,0,1,0,2,1,35.8,1316.9,1416.9,3,0,68,5658,2,2
0,25,1,0,0,0,0,71,1,2,1,1,1,2,1,113.15,7993.3,10009.7,3,0,35,4955,0,1
1,55,0,0,1,1,1,1,0,3,0,0,0,1,1,19.85,19.85,67.31,3,0,20,2618,2,3
1,63,0,0,1,1,2,35,0,3,0,0,0,1,0,19.9,666.0,1514.05,3,0,30,2334,3,2
0,62,0,0,1,1,3,6,0,3,0,0,0,1,1,19.7,94.45,359.23,3,0,51,4122,3,3
0,47,0,0,1,1,1,69,1,1,1,0,0,1,0,59.1,4134.7,5133.82,4,0,71,5846,2,1
0,21,1,0,1,0,0,53,2,2,1,0,1,1,0,91.15,4862.5,7248.04,5,0,44,6439,0,1
0,58,0,0,1,0,0,5,0,2,0,0,0,0,0,68.95,351.5,444.75,3,0,57,5536,2,3
0,21,1,0,0,1,1,2,0,1,0,0,0,0,1,51.55,106.2,143.42,3,0,72,4057,0,3
1,62,0,0,0,1,1,62,2,3,0,0,0,2,1,24.4,1413.0,2501.72,3,0,66,4889,3,1
0,58,0,0,1,0,0,19,4,2,0,1,1,0,0,96.8,1743.05,1945.97,5,0,66,3249,2,0
1,42,0,0,0,0,0,9,0,2,0,0,0,0,1,70.05,657.5,1091.75,3,0,63,3522,1,3
1,29,1,0,0,0,0,53,2,3,0,0,0,2,1,19.5,1050.5,2331.51,5,0,57,5625,0,1
1,32,0,0,0,0,0,5,0,2,0,0,1,0,1,78.75,426.35,600.9,5,0,66,2610,1,3
0,44,0,0,0,0,0,1,0,3,0,0,0,0,1,19.55,19.55,29.75,5,0,58,5607,1,3
1,64,0,0,0,0,0,72,1,2,0,1,1,2,0,103.65,7634.8,8417.44,5,0,63,6088,3,1
0,36,0,0,1,0,0,4,0,0,0,0,0,0,1,54.7,235.05,262.13,4,0,37,3475,1,3
1,35,0,0,0,0,0,59,2,0,0,0,0,2,1,54.15,3116.15,6035.47,3,0,64,4293,1,1
1,51,0,0,1,0,0,3,0,3,0,0,0,0,0,20.0,49.65,142.83,3,0,44,3985,2,3
1,23,1,0,1,0,0,49,2,2,1,1,1,1,1,99.25,4920.8,6583.37,3,0,43,4995,0,1
1,42,0,0,0,0,0,2,0,3,0,0,0,0,1,19.35,46.35,135.03,3,0,52,5863,1,3
0,59,0,0,1,0,0,55,2,2,0,1,1,1,0,94.75,5276.1,6647.25,4,0,63,6021,2,1
1,56,0,0,1,1,1,72,1,2,1,1,1,2,1,114.05,8289.2,8707.52,4,0,72,6254,2,1
0,46,0,0,1,1,1,10,4,3,0,0,0,0,0,19.8,196.75,387.25,3,0,49,3196,2,3
0,40,0,0,1,1,2,72,1,0,1,0,1,2,0,80.85,5824.75,6534.59,4,0,56,6317,1,1
0,55,0,0,0,0,0,28,0,0,1,0,0,0,0,54.65,1517.5,2234.02,5,0,73,3185,2,2
1,36,0,0,1,0,0,38,0,2,0,1,0,0,0,91.7,3479.05,3962.03,3,0,36,3676,1,2
0,25,1,0,0,0,0,61,2,2,1,1,1,1,0,118.6,7365.7,9731.28,3,0,76,5536,0,1
1,34,0,0,1,1,1,52,2,3,0,0,0,2,1,24.55,1331.05,2867.65,3,0,28,5535,1,1
1,45,0,0,0,0,0,67,1,3,0,0,0,1,1,19.45,1195.95,1802.3,4,0,57,5343,1,1
0,26,1,0,0,1,3,34,0,2,1,1,1,2,1,116.15,3946.9,4880.88,4,0,46,5104,0,2
0,46,0,0,0,0,0,54,0,1,1,1,1,2,0,80.6,4299.95,6420.67,4,0,53,4231,2,1
0,60,0,0,1,0,0,1,0,3,0,0,0,0,0,20.3,20.3,26.94,5,0,54,4215,2,3
0,26,1,0,0,1,2,46,0,2,0,1,1,0,0,99.8,4391.25,5196.71,5,0,46,2405,0,2
0,27,1,0,1,1,2,55,0,1,1,1,0,1,1,75.0,4213.9,6056.4,3,0,65,5011,0,1
0,21,1,0,0,0,0,1,0,3,0,0,0,0,1,19.9,19.9,21.4,5,0,54,5057,0,3
0,29,1,0,1,0,0,58,0,1,1,1,1,2,0,84.3,4916.4,6730.06,4,0,69,5724,0,1
1,20,1,0,1,0,0,56,0,1,1,1,1,1,0,54.05,2959.8,2999.8,4,0,27,6445,0,1
1,43,0,0,1,1,3,72,1,2,1,1,1,2,1,104.9,7559.55,8059.95,4,0,35,5169,1,1
1,35,0,0,0,0,0,22,4,2,0,0,1,0,0,83.05,1799.3,2051.42,4,0,59,5357,1,0
0,35,0,0,0,0,0,39,0,1,1,0,0,0,0,41.1,1597.05,1597.05,3,0,42,3618,1,2
0,47,0,0,0,0,0,12,0,1,0,0,0,0,0,45.0,524.35,957.67,3,0,35,4998,2,3
1,48,0,0,1,0,0,54,0,1,0,1,1,2,0,74.55,4191.45,4957.17,4,0,59,4544,2,1
0,28,1,0,0,0,0,18,0,1,1,0,0,1,1,40.2,711.95,801.95,4,0,48,4624,0,0
1,47,0,0,1,0,0,32,0,1,1,0,1,1,1,70.5,2201.75,3624.15,4,0,61,5870,2,2
0,40,0,0,0,0,0,41,0,3,0,0,0,1,1,19.75,806.95,2342.81,3,0,39,5678,1,2
1,60,0,0,1,1,2,67,0,3,0,0,0,2,0,24.65,1620.45,2585.92,5,0,62,4444,2,1
1,48,0,0,1,0,0,65,0,2,0,1,1,0,0,104.25,6812.95,9490.95,3,0,70,5089,2,1
0,19,1,0,0,0,0,25,0,0,1,1,0,0,0,78.35,1837.9,2539.15,4,0,63,4855,0,2
0,50,0,0,1,0,0,67,0,2,1,1,1,1,1,109.7,7344.45,8531.69,4,0,24,4017,2,1
0,37,0,0,0,0,0,24,0,2,0,1,1,0,0,94.6,2283.15,3136.59,3,0,42,3667,1,0
1,29,1,0,1,1,1,69,0,3,0,0,0,2,0,20.2,1376.5,3001.45,3,0,78,5463,0,1
0,28,1,0,0,1,3,37,0,3,0,0,0,1,0,20.3,755.4,1133.91,3,0,43,4186,0,2
1,33,0,0,1,1,1,20,0,0,1,0,0,2,1,39.4,825.4,825.4,3,0,29,3899,1,0
1,54,0,0,0,0,0,7,0,2,0,0,0,0,0,69.15,488.65,636.49,3,0,20,4320,2,3
1,50,0,0,0,0,0,41,0,0,0,1,1,1,0,51.35,2075.1,2155.1,5,0,59,5622,2,2
0,36,0,0,0,0,0,54,0,2,0,1,1,1,1,100.05,5299.65,7150.23,4,0,69,4478,1,1
0,59,0,0,0,0,0,53,0,2,1,0,1,1,1,94.45,5042.75,6838.39,4,0,64,5452,2,1
1,25,1,0,1,1,2,18,0,1,0,1,0,1,1,46.4,812.4,812.4,5,0,35,4003,0,0
1,61,0,0,1,0,0,64,0,2,1,1,1,2,1,104.05,6605.55,6910.19,4,0,36,4337,3,1
0,41,0,0,0,0,0,20,0,1,0,0,0,0,1,24.9,505.95,505.95,5,0,20,5942,1,0
1,37,0,0,1,1,3,57,0,1,1,0,0,1,1,59.6,3509.4,4408.75,3,0,28,4778,1,1
1,58,0,0,1,1,3,13,0,1,1,0,0,2,1,40.55,590.35,590.35,3,0,27,2898,2,0
1,60,0,0,1,1,2,57,0,3,0,0,0,2,1,20.75,1123.15,2812.63,3,0,68,4937,2,1
1,50,0,0,1,0,0,71,0,2,1,1,1,1,0,113.15,7953.25,9881.61,3,0,75,4068,2,1
0,56,0,0,1,1,2,7,5,1,0,0,0,0,0,48.8,349.8,413.5,4,0,51,4785,2,3
0,56,0,0,0,0,0,16,0,1,0,0,1,0,0,63.05,1067.05,1760.73,3,0,73,3214,2,0
1,21,1,0,1,0,0,34,0,2,0,1,1,0,0,100.85,3527.3,4668.0,5,0,76,5891,0,2
1,58,0,0,0,0,0,16,0,2,0,0,0,0,1,80.55,1248.9,1795.78,4,0,24,5183,2,0
1,39,0,0,0,1,3,48,0,0,0,0,0,1,0,64.4,3035.35,4294.87,4,0,45,2545,1,2
1,54,0,0,1,1,2,58,0,1,1,1,1,1,1,75.2,4300.8,6351.1,4,0,46,4559,2,1
0,36,0,0,1,0,0,72,0,1,1,1,1,2,0,84.9,6065.3,6161.78,4,0,65,4447,1,1
0,51,0,0,0,0,0,7,0,3,0,0,0,0,1,19.3,144.95,196.19,5,0,57,4764,2,3
0,52,0,0,0,0,0,30,0,1,1,1,0,1,1,74.65,2308.6,2485.2,3,0,59,5616,2,2
1,33,0,0,1,0,0,31,0,0,0,1,0,0,1,59.05,1882.8,2773.12,5,0,59,5841,1,2
1,32,0,0,1,0,0,50,0,3,0,0,0,2,1,20.55,1067.65,3413.15,3,0,78,4745,1,1
1,31,0,0,1,0,0,28,0,2,1,0,0,0,0,76.55,2065.4,2678.88,3,0,71,2085,1,2
0,52,0,0,0,0,0,66,0,1,1,1,1,2,0,62.5,4136.4,4136.4,4,0,57,4165,2,1
0,25,1,0,1,1,3,41,0,2,0,1,1,0,0,94.9,3848.0,5618.79,3,0,53,3539,0,2
0,29,1,0,0,0,0,7,5,3,0,0,0,1,1,19.9,173.15,286.55,3,0,46,2750,0,3
0,26,1,0,1,1,2,38,0,3,0,0,0,0,1,20.45,781.25,889.93,4,0,43,5587,0,2
1,25,1,0,0,0,0,44,0,2,0,1,1,1,0,106.05,4510.8,6197.32,3,0,60,4588,0,2
1,58,0,0,1,1,1,47,0,2,1,1,1,1,0,113.45,5317.8,5749.73,3,0,35,3729,2,2
1,25,1,0,1,1,2,53,0,2,1,1,0,0,0,92.55,4779.45,6068.94,3,0,27,4700,0,1
1,49,0,0,1,0,0,4,5,1,0,1,0,0,0,65.6,250.1,290.62,4,0,44,4552,2,3
1,25,1,0,0,0,0,24,0,1,0,0,0,0,1,49.7,1167.8,2096.12,5,0,48,5832,0,0
1,59,0,0,1,1,2,15,0,0,0,0,0,0,0,30.2,469.65,469.65,4,0,78,5825,2,0
0,45,0,0,0,0,0,24,0,1,1,0,0,0,1,56.35,1381.2,2105.52,4,0,42,5128,1,0
0,39,0,0,0,0,0,33,0,2,0,1,1,0,0,107.55,3645.5,5285.27,3,0,33,4800,1,2
0,48,0,0,1,1,3,58,2,3,0,0,0,2,1,19.85,1158.85,1843.83,4,0,46,6440,2,1
0,26,1,0,1,1,3,72,0,2,0,1,0,2,0,95.9,6954.15,7807.35,3,0,30,4213,0,1
0,55,0,0,1,0,0,71,0,3,0,0,0,2,1,23.85,1672.1,3176.59,5,0,77,6166,2,1
1,20,1,0,1,0,0,51,2,0,1,1,1,2,1,83.85,4307.1,4658.49,3,0,53,5703,0,1
1,24,1,0,0,1,3,14,0,0,1,0,1,2,0,76.1,1054.8,1569.02,3,0,33,2045,0,0
0,61,0,0,1,1,3,72,0,1,1,1,0,2,1,74.55,5430.65,7003.13,3,0,25,4703,3,1
0,53,0,0,1,1,1,22,0,1,0,1,0,0,0,39.2,849.9,899.9,4,0,25,3288,2,0
0,45,0,0,0,0,0,2,5,2,0,0,0,0,0,79.55,151.75,202.87,4,0,24,5965,1,3
0,48,0,0,0,0,0,15,0,3,0,0,0,0,1,19.6,299.4,897.45,5,0,35,3195,2,0
1,40,0,0,1,1,1,51,2,3,0,0,0,2,1,19.55,1086.75,2563.71,4,0,40,5974,1,1
1,47,0,0,1,0,0,70,0,1,1,0,0,2,1,39.15,2692.75,2692.75,3,0,60,5840,2,1
0,45,0,0,1,1,2,71,0,3,0,0,0,2,0,20.1,1389.6,3592.73,3,0,23,5043,1,1
0,35,0,0,1,1,3,39,0,2,1,1,1,0,1,99.95,3767.4,4718.22,3,0,43,4447,1,2
0,27,1,0,1,1,1,61,2,1,0,0,0,0,0,59.8,3641.5,5370.2,3,0,53,5381,0,1
0,33,0,0,0,0,0,52,2,1,0,0,0,0,0,49.75,2535.55,4559.91,3,0,26,6334,1,1
1,27,1,0,1,0,0,64,2,2,1,1,1,1,1,108.5,6880.85,7137.49,3,0,22,4576,0,1
1,47,0,0,1,0,0,62,2,0,1,0,0,2,1,60.15,3753.2,5842.6,5,0,80,4404,2,1
1,64,0,0,1,0,0,30,0,3,0,0,0,2,1,19.05,637.55,978.95,4,0,28,2347,3,2
0,27,1,0,0,0,0,1,5,0,0,0,0,0,1,44.55,44.55,67.59,5,0,45,5825,0,3
1,59,0,0,1,0,0,15,0,2,1,1,1,0,0,103.45,1539.8,1958.8,5,0,53,5640,2,0
1,47,0,0,1,1,3,27,0,2,0,0,0,1,1,80.65,2209.75,2633.92,3,0,31,5856,2,2
0,31,0,0,0,1,3,4,5,0,0,1,1,0,1,57.2,223.75,223.75,3,0,26,2421,1,3
0,48,0,0,1,0,0,72,0,2,0,1,1,2,0,110.75,7751.7,10612.98,4,0,34,4848,2,1
0,33,0,0,0,0,0,36,0,0,1,1,0,1,1,76.35,2606.35,4221.67,5,0,38,4771,1,2
1,24,1,0,0,0,0,1,5,3,0,0,0,0,1,18.9,18.9,68.41,4,0,69,4480,0,3
0,33,0,0,1,0,0,71,0,1,1,1,1,2,1,84.4,5969.3,6188.69,5,0,21,5619,1,1
1,27,1,0,1,1,1,10,0,3,0,0,0,0,1,24.4,253.9,295.5,5,0,54,4458,0,3
1,55,0,0,1,1,1,20,0,3,0,0,0,2,1,20.05,400.0,477.4,4,0,24,4328,2,0
0,57,0,0,0,0,0,4,5,1,0,1,0,0,1,55.5,227.35,383.19,4,0,66,2328,2,3
1,49,0,0,0,0,0,2,5,2,0,1,1,0,0,100.2,198.5,253.62,3,0,23,4855,2,3
0,30,0,0,0,0,0,29,0,3,0,0,0,2,1,19.4,554.25,990.99,3,0,35,2265,0,2
1,56,0,0,0,0,0,13,0,3,0,0,0,0,0,20.4,251.65,861.61,5,0,54,2486,2,0
0,60,0,0,1,0,0,59,2,2,0,1,0,0,0,94.75,5597.65,6564.66,3,0,26,5238,2,1
1,41,0,0,1,0,0,18,4,1,0,0,0,0,0,44.35,768.05,1594.61,3,0,44,2935,1,0
0,22,1,0,1,1,2,17,4,1,0,1,1,0,1,74.55,1215.8,1979.1,3,0,22,4451,0,0
1,55,0,0,1,0,0,47,2,1,0,1,1,2,0,73.6,3522.65,4187.23,4,0,51,4795,2,2
1,51,0,0,1,1,2,19,4,1,0,0,0,0,1,50.1,910.45,1210.38,5,0,76,5749,2,0
0,27,1,0,1,0,0,2,5,3,0,0,0,0,0,19.85,52.0,124.1,5,0,80,4107,0,3
1,23,1,0,0,0,0,7,5,0,0,0,0,1,1,24.35,150.85,150.85,4,0,26,4665,0,3
0,49,0,0,0,0,0,18,4,3,0,0,0,0,1,19.55,389.25,581.31,4,0,28,2386,2,0
0,46,0,0,1,0,0,71,0,3,0,0,0,2,1,25.05,1873.7,5057.34,5,0,52,6334,2,1
1,38,0,0,1,0,0,72,0,2,0,1,1,2,0,103.75,7346.2,8664.2,4,0,45,4655,1,1
1,35,0,0,1,1,3,66,0,0,0,1,1,2,1,56.75,3708.4,3708.4,3,0,46,5748,1,1
1,19,1,0,1,1,2,24,3,3,0,0,0,1,1,20.8,469.65,1089.81,5,0,48,4654,0,0
0,20,1,0,1,1,2,56,2,3,0,0,0,2,1,24.45,1385.85,3151.53,3,0,52,5577,0,1
0,27,1,0,0,0,0,42,2,0,0,0,0,0,0,59.65,2536.55,3463.91,3,0,80,3048,0,2
0,28,1,0,1,1,3,72,0,0,1,1,1,2,0,83.3,6042.7,7885.26,3,0,61,4505,0,1
0,47,0,0,0,0,0,12,4,2,1,0,0,0,1,79.55,958.25,1221.41,3,0,62,3445,2,3
1,24,1,0,1,0,0,71,0,3,0,0,0,2,0,24.45,1730.65,4116.96,3,0,72,4766,0,1
0,42,0,0,1,0,0,26,3,3,0,0,0,1,1,19.2,459.6,505.1,3,0,39,3656,1,2
0,33,0,0,0,1,2,7,0,0,0,0,0,0,1,29.8,201.95,201.95,3,0,56,4236,1,3
0,41,0,0,1,1,1,6,0,1,0,0,0,0,1,45.5,285.2,461.66,4,0,51,5450,1,3
1,61,0,0,1,0,0,51,0,1,0,0,0,0,1,30.05,1529.45,1529.45,4,0,21,5045,3,1
1,32,0,0,1,1,1,72,0,1,1,1,1,2,0,65.65,4664.5,4724.5,3,0,47,4934,1,1
0,56,0,0,0,0,0,47,0,1,1,0,1,2,1,74.05,3496.3,5642.79,4,0,75,2831,2,2
0,44,0,0,1,1,2,16,4,3,0,0,0,2,1,19.7,301.55,415.79,3,0,43,5293,1,0
1,60,0,0,0,0,0,6,0,1,1,0,0,0,1,49.5,312.7,473.26,5,0,75,5552,2,3
0,19,1,0,1,1,1,69,0,1,0,0,1,2,1,43.95,2960.1,2960.1,3,0,73,4479,0,1
0,41,0,0,1,0,0,64,0,2,1,1,1,0,0,111.15,6953.4,7503.8,4,0,55,5455,1,1
1,33,0,0,0,0,0,25,3,3,0,0,0,0,1,20.6,541.5,875.5,3,0,50,2305,1,2
0,43,0,0,0,0,0,6,0,3,0,0,0,2,1,19.65,116.85,291.39,5,0,27,3945,1,3
1,28,1,0,1,0,0,66,0,2,1,1,1,1,0,115.8,7942.15,10830.97,3,0,42,5845,0,1
0,60,0,0,0,0,0,61,0,1,1,1,1,2,1,88.65,5321.25,6515.63,4,0,79,4730,2,1
0,25,1,0,0,0,0,12,4,3,0,0,0,0,1,20.1,223.6,329.44,4,0,32,5179,0,3
0,32,0,0,0,0,0,34,3,0,1,1,0,0,1,65.0,2157.5,3697.02,5,0,55,5567,1,2
0,59,0,0,1,0,0,41,0,0,1,0,0,1,1,35.45,1391.65,1391.65,4,0,80,2954,2,2
0,53,0,0,1,1,1,72,0,3,0,0,0,2,1,19.7,1379.8,4838.68,3,0,33,5451,2,1
0,53,0,0,0,0,0,41,0,3,0,0,0,2,1,19.85,810.45,905.57,5,0,40,3523,2,2
0,51,0,0,1,1,3,23,4,2,0,0,0,1,1,81.85,1810.85,1941.95,4,0,80,5939,2,0
1,36,0,0,1,1,3,71,0,2,1,1,1,2,1,109.3,7782.85,9874.22,3,0,61,5737,1,1
1,40,0,0,1,0,0,72,0,3,0,0,0,2,1,25.4,1797.1,2095.9,5,0,46,6011,1,1
1,48,0,0,1,1,3,6,0,2,0,0,0,0,0,69.8,377.85,608.85,4,0,62,2651,2,3
1,64,0,0,1,1,1,23,4,3,0,0,0,1,1,20.0,445.3,1002.36,5,0,62,2170,3,0
0,19,1,0,0,0,0,72,0,2,1,1,1,2,0,109.9,7624.2,10641.72,4,0,37,5234,0,1
0,19,1,0,1,0,0,7,0,1,0,0,0,0,0,50.3,355.1,587.78,3,0,42,2547,0,3
1,33,0,0,1,1,1,9,0,2,1,1,1,0,0,101.5,906.85,1239.31,3,0,60,2757,1,3
0,52,0,0,0,0,0,12,4,2,0,0,1,0,0,89.15,1057.55,1544.31,5,0,80,4041,2,3
0,43,0,0,0,0,0,1,0,3,0,0,0,0,1,19.4,19.4,43.37,4,0,25,2742,1,3
1,45,0,0,0,0,0,20,4,2,0,1,0,0,0,78.8,1641.3,2549.1,3,0,80,2317,1,0
0,25,1,0,0,0,0,10,4,3,0,0,0,1,1,19.3,185.2,639.4,4,0,38,4190,0,3
1,32,0,0,1,1,3,20,4,2,1,1,0,0,1,96.8,1826.7,2667.9,4,0,26,3222,1,0
1,27,1,0,1,0,0,20,4,3,0,0,0,1,1,20.65,417.5,1346.9,3,0,40,4147,0,0
1,33,0,0,1,1,1,19,4,3,0,0,0,1,1,19.8,344.5,593.97,5,0,27,4464,1,0
1,53,0,0,1,0,0,22,4,2,1,1,1,0,0,104.6,2180.55,3273.07,3,0,68,2429,2,0
0,63,0,0,0,0,0,35,3,2,1,0,0,0,1,80.05,2835.9,3295.8,5,0,31,3999,3,2
0,43,0,0,0,0,0,1,0,1,0,0,0,0,1,45.15,45.15,87.49,3,0,48,4131,1,3
1,43,0,0,0,0,0,39,3,2,0,0,0,0,1,73.15,2730.85,3069.76,5,0,62,3271,1,2
1,31,0,0,0,0,0,56,0,2,1,1,1,0,1,105.35,5794.45,7921.89,3,0,31,5680,1,1
1,58,0,0,0,1,2,18,4,1,0,0,0,0,1,45.65,747.2,1400.46,5,0,75,4403,2,0
0,30,0,0,1,1,2,16,4,2,0,0,0,0,1,79.95,1267.95,2065.55,4,0,65,3855,0,0
0,45,0,0,0,0,0,68,1,0,0,0,0,1,1,54.45,3674.95,4858.83,4,0,45,6309,1,1
0,46,0,0,1,1,1,72,1,1,1,1,1,2,1,84.7,5893.9,7686.7,4,0,49,6375,2,1
1,52,0,0,0,0,0,9,5,2,0,0,0,0,0,75.85,724.65,790.53,5,0,70,5212,2,3
0,37,0,0,0,0,0,30,3,1,0,0,0,0,1,48.8,1536.75,1858.95,3,0,71,4864,1,2
0,45,0,0,0,0,0,18,4,1,1,0,0,0,0,35.2,607.3,657.3,3,0,32,5381,1,0
1,63,0,0,1,0,0,44,0,0,0,1,1,2,0,54.3,2390.45,2390.45,3,0,64,3222,3,2
0,47,0,0,1,1,2,30,3,1,1,0,1,0,0,66.3,1923.5,2417.9,3,0,80,4631,2,2
0,44,0,0,1,0,0,71,1,3,0,0,0,2,0,20.9,1493.2,2551.81,4,0,53,4030,1,1
1,32,0,0,1,0,0,1,5,2,0,0,0,0,1,75.35,75.35,114.24,5,0,70,3514,1,3
0,55,0,0,0,1,2,22,0,1,0,1,1,1,1,49.45,1031.4,1031.4,3,0,28,5941,2,0
0,25,1,0,0,1,1,49,0,3,0,0,0,1,1,19.45,921.3,3157.66,5,0,34,4170,0,1
0,33,0,0,1,1,3,42,0,2,0,1,1,0,0,92.15,3875.4,4620.9,5,0,33,5697,1,2
0,38,0,0,1,1,1,7,5,3,0,0,0,2,1,19.85,144.15,390.97,3,0,60,3973,1,3
0,52,0,0,1,1,3,67,1,2,1,0,1,1,0,100.25,6689.0,6892.68,3,0,64,5588,2,1
1,24,1,0,0,0,0,15,0,2,1,0,1,0,0,95.7,1451.1,1600.65,5,0,23,4999,0,0
1,42,0,0,1,0,0,67,1,2,0,0,1,2,0,93.15,6368.2,7624.0,4,0,59,4001,1,1
1,61,0,0,1,1,2,53,0,1,1,1,0,2,1,69.7,3729.6,5409.17,4,0,27,4590,3,1
1,38,0,0,1,1,1,21,0,3,0,0,0,1,1,19.8,350.1,728.1,3,0,47,3243,1,0
0,30,0,0,1,1,2,40,0,1,1,0,1,0,1,71.35,2847.2,4012.8,4,0,43,5807,0,2
0,49,0,0,1,1,2,22,0,3,0,0,0,1,0,20.75,452.35,1450.05,4,0,59,2258,2,0
1,25,1,0,0,0,0,39,3,0,1,0,1,0,0,40.6,1494.5,1494.5,5,0,58,4436,0,2
0,35,0,0,1,0,0,2,5,3,0,0,0,0,1,20.35,41.85,52.69,4,0,74,5761,1,3
0,43,0,0,1,1,2,57,0,3,0,0,0,2,0,19.75,1272.05,1970.87,5,0,80,4235,1,1
1,49,0,0,1,1,3,8,5,1,0,1,0,0,0,54.4,475.1,487.58,4,0,62,4854,2,3
